pca_numeric_0,pca_numeric_1,region_APAC,region_EMEA,region_LATAM,region_North America,product_category_Hardware Sales,product_category_Maintenance,product_category_Professional Services,product_category_Software Subscription,text_alpha,text_annual,text_cloud,text_consulting,text_fee,text_installation,text_legacy,text_license,text_monthly,text_premium,text_product,text_project,text_server,text_standard,text_support,text_unit
-2.3411998312874878,-1.0019220142990597,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.274847743424429,-0.9421341451404314,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9451293279352846,-0.6450348055515941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.2669862254234925,-0.9350503679034848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0
-1.8444077344943148,-0.5542776094475972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0
-1.9981562522786496,-0.6928157709534484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-2.022520023594923,-0.7147692319308093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-2.1813069933756797,-0.857847390871946,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.314963748581019,-0.9782814698850443,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-1.3949051867903417,-0.14924439385291943,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-1.9124186245539498,-0.6155601753351911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-2.0827423902497304,-0.7690337938148548,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-1.6929147497297474,-0.41777184085373886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-1.5963410742126702,-0.33075220873757366,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.2275654937948404,-0.8995295332069863,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-2.82253897208439,-1.4356422256402013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-2.0149541337082275,-0.7079518362891242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-2.3521928174614994,-1.011827463248773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-1.8996883669925446,-0.6040893234306095,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-1.9840026000931195,-0.680062340997609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.0962354413404745,-0.7811919760084438,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-2.055904102125363,-0.7448506202253075,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-2.0245219003932116,-0.7165730628567449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-2.2559749906004534,-0.9251284756454222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-1.890396154907872,-0.5957163908190656,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-2.1907707427612086,-0.8663748905819746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.3243764017492716,-0.9867629283316944,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.041887314807537,-0.7322205150820889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0
-1.9168712949165976,-0.6195723425724589,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-2.5492745772259275,-1.1894119047612466,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.4366183673211403,-1.0879007849967044,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.1396690508902174,-0.8203286942109882,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0
-1.2149096371101225,0.012944178051956681,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-2.506645733098286,-1.1510003364569132,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0
-1.9509780199485163,-0.6503048858775953,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.467641664335733,0.0,0.0,0.0,0.6250245090303681,0.0,0.0,0.0,0.0,0.6250245090303681,0.0,0.0
-1.743839429705174,-0.4636585371337356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-1.8972503474825049,-0.6018924974351219,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-2.53166645577954,-1.1735457565348548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0
-2.230189649524958,-0.9018940809476382,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.5773502691896257
-2.1494722251476532,-0.829162039456317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
-2.309483679278138,-0.973343544387702,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027437610436639,0.7979348084417289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
